"시군구코드","지정년도","지정번호","신청일자","지정일자","업소명","소재지도로명","소재지지번","허가(신고)번호","업태명","주된음식","영업장면적(㎡)","행정동명","급수시설구분","소재지전화번호"
"3010000","2021","0002","20210907","20211103","강호동 백정","서울특별시 중구 퇴계로73길 28 (흥인동(지상1층))","서울특별시 중구 흥인동  145번지  (지상1층)","3010000-101-2009-00066","한식","고기","132.24","신당동","","02  22310678"
"3010000","2021","0004","20211012","20211103","만족오향족발 동대문점","서울특별시 중구 을지로43길 9-4 (을지로6가 123층)","서울특별시 중구 을지로6가  18번지 77호  123층","3010000-101-1981-10438","한식","족발","165.77","광희동","상수도전용","0222755800"
"3010000","2021","0006","20211021","20211103","불닭발 동대문엽기떡볶이 동대문직영점","서울특별시 중구 장충단로 249-10 2층 (을지로6가)","서울특별시 중구 을지로6가  18번지 137호  ","3010000-101-2002-00521","한식","떡볶이","68.79","광희동","상수도전용","0222757971"
"3010000","2021","0006","20211021","20211103","불닭발 동대문엽기떡볶이 동대문직영점","서울특별시 중구 장충단로 249-10 2층 (을지로6가)","서울특별시 중구 을지로6가  18번지 137호  ","3010000-101-2002-00521","한식","떡볶이","98.81","광희동","상수도전용","0222757971"
"3010000","2021","0006","20211021","20211103","불닭발 동대문엽기떡볶이 동대문직영점","서울특별시 중구 을지로 256 1층 (을지로6가)","서울특별시 중구 을지로6가  23번지 7호  ","3010000-101-2002-00521","한식","떡볶이","68.79","광희동","상수도전용","0222757971"
"3010000","2021","0006","20211021","20211103","불닭발 동대문엽기떡볶이 동대문직영점","서울특별시 중구 을지로 256 1층 (을지로6가)","서울특별시 중구 을지로6가  23번지 7호  ","3010000-101-2002-00521","한식","떡볶이","98.81","광희동","상수도전용","0222757971"
"3010000","2021","0006","20211021","20211103","불닭발 동대문엽기떡볶이 동대문직영점","서울특별시 중구 장충단로 249-10 2층 (을지로6가)","서울특별시 중구 을지로6가  18번지 137호  ","3010000-101-2002-00521","한식","떡볶이","68.79","광희동","상수도전용","0222757971"
"3010000","2021","0006","20211021","20211103","불닭발 동대문엽기떡볶이 동대문직영점","서울특별시 중구 장충단로 249-10 2층 (을지로6가)","서울특별시 중구 을지로6가  18번지 137호  ","3010000-101-2002-00521","한식","떡볶이","98.81","광희동","상수도전용","0222757971"
"3010000","2021","0003","20211007","20211103","정동길","서울특별시 중구 정동길 37 12층 (정동)","서울특별시 중구 정동  11번지 8호  ","3010000-101-2013-00177","한식","김치찌개 김치찜 제육볶음","75.21","소공동","","02318 3556"
"3010000","2021","0003","20211007","20211103","정동길","서울특별시 중구 정동길 37 12층 (정동)","서울특별시 중구 정동  11번지 8호  ","3010000-101-2013-00177","한식","김치찌개 김치찜 제육볶음","75.21","소공동","","02318 3556"
"3010000","2021","0006","20211021","20211103","불닭발 동대문엽기떡볶이 동대문직영점","서울특별시 중구 을지로 256 1층 (을지로6가)","서울특별시 중구 을지로6가  23번지 7호  ","3010000-101-2002-00521","한식","떡볶이","68.79","광희동","상수도전용","0222757971"
"3010000","2021","0006","20211021","20211103","불닭발 동대문엽기떡볶이 동대문직영점","서울특별시 중구 을지로 256 1층 (을지로6가)","서울특별시 중구 을지로6가  23번지 7호  ","3010000-101-2002-00521","한식","떡볶이","98.81","광희동","상수도전용","0222757971"
"3010000","2021","0005","20211013","20211103","돈꼬불","서울특별시 중구 퇴계로78길 37 1층 (신당동)","서울특별시 중구 신당동  52번지 267호  ","3010000-101-2020-00279","식육(숯불구이)","고기","156.85","신당동","",""
"3010000","2020","0001","20200828","20201104","명동 가츠라","서울특별시 중구 명동길 25-4 (명동1가)","서울특별시 중구 명동1가  54번지 17호  ","3010000-101-1989-09967","일식","한우불고기","161.00","명동","상수도전용","02 773 2882"
"3010000","2020","0001","20200828","20201104","중일면옥","서울특별시 중구 명동길 25-4 (명동1가)","서울특별시 중구 명동1가  54번지 17호  ","3010000-101-1989-09967","일식","한우불고기","161.00","명동","상수도전용","02 773 2882"
