"시군구코드","지정년도","지정번호","신청일자","지정일자","업소명","소재지도로명","소재지지번","허가(신고)번호","업태명","주된음식","영업장면적(㎡)","행정동명","급수시설구분","소재지전화번호"
"3080000","2013","0006","20131129","20131217","북한산착한낙지","서울특별시 강북구 4.19로 82 1층 (수유동)","서울특별시 강북구 수유동  535번지 362호  1층","3080000-101-2006-00154","한식","낙지","280.22","우이동","상수도전용","02 9057963"
"3080000","2006","0089","20060627","20060701","섬진강식당","서울특별시 강북구 한천로 1151 (수유동(4.19길 119))","서울특별시 강북구 수유동  273번지 11호  (4.19길 119)","3080000-101-1984-04583","일식","장어구이","188.04","수유제2동","상수도전용","02 9939545"
"3080000","2006","0089","20060627","20060701","섬진강식당","서울특별시 강북구 한천로 1151 (수유동(4.19길 119))","서울특별시 강북구 수유동  273번지 11호  (4.19길 119)","3080000-101-1984-04583","일식","장어구이","188.04","수유제2동","상수도전용","02 9939545"
"3080000","2012","0012","20121101","20121204","양촌리돼지갈비","서울특별시 강북구 솔샘로 334-8 (미아동)","서울특별시 강북구 미아동  65번지 9호  ","3080000-101-2004-00324","한식","돼지갈비","230.64","송천동","상수도전용","02  981 9800"
"3080000","2012","0012","20121101","20121204","양촌리돼지갈비","서울특별시 강북구 솔샘로 334-8 (미아동)","서울특별시 강북구 미아동  65번지 9호  ","3080000-101-2004-00324","한식","돼지갈비","230.64","송천동","상수도전용","02  981 9800"
"3080000","2012","0012","20121101","20121204","양촌리돼지갈비","서울특별시 강북구 솔샘로 334-8 (미아동)","서울특별시 강북구 미아동  65번지 9호  ","3080000-101-2004-00324","한식","돼지갈비","230.64","송천동","상수도전용","02  981 9800"
"3080000","2012","0012","20121101","20121204","양촌리돼지갈비","서울특별시 강북구 솔샘로 334-8 (미아동)","서울특별시 강북구 미아동  65번지 9호  ","3080000-101-2004-00324","한식","돼지갈비","230.64","송천동","상수도전용","02  981 9800"
"3080000","2012","0012","20121101","20121204","우리가돼지갈비","서울특별시 강북구 솔샘로 334-8 (미아동)","서울특별시 강북구 미아동  65번지 9호  ","3080000-101-2004-00324","한식","돼지갈비","230.64","송천동","상수도전용","02  981 9800"
"3080000","2012","0012","20121101","20121204","우리가돼지갈비","서울특별시 강북구 솔샘로 334-8 (미아동)","서울특별시 강북구 미아동  65번지 9호  ","3080000-101-2004-00324","한식","돼지갈비","230.64","송천동","상수도전용","02  981 9800"
"3080000","2012","0012","20121101","20121204","우리가돼지갈비","서울특별시 강북구 솔샘로 334-8 (미아동)","서울특별시 강북구 미아동  65번지 9호  ","3080000-101-2004-00324","한식","돼지갈비","230.64","송천동","상수도전용","02  981 9800"
"3080000","2012","0012","20121101","20121204","우리가돼지갈비","서울특별시 강북구 솔샘로 334-8 (미아동)","서울특별시 강북구 미아동  65번지 9호  ","3080000-101-2004-00324","한식","돼지갈비","230.64","송천동","상수도전용","02  981 9800"
"3080000","2015","0002","20151118","20151214","고기가 좋은 사람들","서울특별시 강북구 덕릉로28길 72 (미아동)","서울특별시 강북구 미아동  189번지 37호  (지상1층)","3080000-101-2008-00136","한식","삼겹살","109.66","삼양동","상수도전용","02  980 9435"
"3080000","2015","0002","20151118","20151214","고기가 좋은 사람들","서울특별시 강북구 덕릉로28길 72 (미아동)","서울특별시 강북구 미아동  189번지 37호  (지상1층)","3080000-101-2008-00136","한식","삼겹살","109.66","삼양동","상수도전용","02  980 9435"
"3080000","2015","0002","20151118","20151214","두툼 갈비","서울특별시 강북구 덕릉로28길 72 (미아동)","서울특별시 강북구 미아동  189번지 37호  (지상1층)","3080000-101-2008-00136","한식","삼겹살","109.66","삼양동","상수도전용","02  980 9435"
"3080000","2015","0002","20151118","20151214","두툼 갈비","서울특별시 강북구 덕릉로28길 72 (미아동)","서울특별시 강북구 미아동  189번지 37호  (지상1층)","3080000-101-2008-00136","한식","삼겹살","109.66","삼양동","상수도전용","02  980 9435"
"3080000","2008","0167","20080701","20080908","행복가든","서울특별시 강북구 오현로31길 109 (번동(지상1층))","서울특별시 강북구 번동  348번지 1호  (지상1층)","3080000-101-2002-00626","한식","한정식","98.00","번제2동","상수도전용","02  988 8464"
"3080000","2008","0167","20080701","20080908","행복가든","서울특별시 강북구 오현로31길 109 (번동(지상1층))","서울특별시 강북구 번동  348번지 1호  (지상1층)","3080000-101-2002-00626","한식","한정식","98.00","번제2동","상수도전용","02  988 8464"
"3080000","2009","0021","20090910","20090910","육수당 수유역점","서울특별시 강북구 오패산로77길 3 2층 (번동)","서울특별시 강북구 번동  445번지 56호  2층","3080000-101-2001-08713","한식","아구찜","91.20","번제1동","상수도전용","02 9914414"
"3080000","2009","0021","20090910","20090910","계백집 수유역점","서울특별시 강북구 오패산로77길 3 2층 (번동)","서울특별시 강북구 번동  445번지 56호  2층","3080000-101-2001-08713","한식","아구찜","91.20","번제1동","상수도전용","02 9914414"
"3080000","2013","0010","20131129","20131217","마루국시","서울특별시 강북구 도봉로 242 2층 (미아동)","서울특별시 강북구 미아동  190번지 1호  ","3080000-101-2012-00307","한식","한정식","484.00","미아동","상수도전용","02  980 2400"
"3080000","2013","0010","20131129","20131217","마루국시","서울특별시 강북구 도봉로 242 2층 (미아동)","서울특별시 강북구 미아동  190번지 1호  ","3080000-101-2012-00307","한식","한정식","484.00","미아동","상수도전용","02  980 2400"
"3080000","2018","0009","20171115","20180102","곽만근 갈비탕 수유점","서울특별시 강북구 노해로 3 2층 201202203호 (수유동)","서울특별시 강북구 수유동  45번지 1호  2층 (201202203호)","3080000-101-2016-00274","한식","갈비탕","251.00","인수동","","02  902 7400"
"3080000","2018","0009","20171115","20180102","곽만근 갈비탕 수유점","서울특별시 강북구 노해로 3 2층 201202203호 (수유동)","서울특별시 강북구 수유동  45번지 1호  2층 (201202203호)","3080000-101-2016-00274","한식","갈비탕","251.00","인수동","","02  902 7400"
"3080000","2018","0009","20171115","20180102","곽만근 갈비탕 수유점","서울특별시 강북구 노해로 3 2층 201202203호 (수유동)","서울특별시 강북구 수유동  45번지 1호  2층 (201202203호)","3080000-101-2016-00274","한식","갈비탕","251.00","인수동","","02  902 7400"
"3080000","2018","0009","20171115","20180102","곽만근갈비탕수유점","서울특별시 강북구 노해로 3 2층 201202203호 (수유동)","서울특별시 강북구 수유동  45번지 1호  2층 (201202203호)","3080000-101-2016-00274","한식","갈비탕","251.00","인수동","","02  902 7400"
"3080000","2018","0009","20171115","20180102","곽만근갈비탕수유점","서울특별시 강북구 노해로 3 2층 201202203호 (수유동)","서울특별시 강북구 수유동  45번지 1호  2층 (201202203호)","3080000-101-2016-00274","한식","갈비탕","251.00","인수동","","02  902 7400"
"3080000","2018","0009","20171115","20180102","곽만근갈비탕수유점","서울특별시 강북구 노해로 3 2층 201202203호 (수유동)","서울특별시 강북구 수유동  45번지 1호  2층 (201202203호)","3080000-101-2016-00274","한식","갈비탕","251.00","인수동","","02  902 7400"
"3080000","2006","0134","20060627","20060701","시골쌈밥","서울특별시 강북구 덕릉로19길 8 (수유동(원앙길 4))","서울특별시 강북구 수유동  47번지 14호  (원앙길 4)","3080000-101-2001-08750","한식","쌈밥","101.79","인수동","상수도전용","02 9081264"
"3080000","2012","0005","20121101","20121204","산두부집","서울특별시 강북구 삼양로173길 61 (우이동(도선사길 31))","서울특별시 강북구 우이동  157번지 3호  (도선사길 31)","3080000-101-1998-05756","한식","순두부찌개","78.30","우이동","상수도전용","02 9033532"
"3080000","2012","0008","20121101","20121204","산해진미","서울특별시 강북구 솔샘로68길 19 (미아동(솔샘로68길19))","서울특별시 강북구 미아동  460번지 120호  (솔샘로68길19)","3080000-101-2011-00132","한식","해물탕","84.99","송천동","상수도전용","02  983 5217"
"3080000","2021","0005","20201005","20210106","명인갈비(미아점)","서울특별시 강북구 솔샘로 327 테마빌딩 (미아동)","서울특별시 강북구 미아동  374번지 13호  테마빌딩","3080000-101-2019-00291","한식","","626.30","미아동","","02  986 9292"
"3080000","2012","0011","20121101","20121204","쌈향","서울특별시 강북구 오현로 193 2층 (번동 한성빌딩)","서울특별시 강북구 번동  310번지 18호  한성빌딩2층","3080000-101-2011-00138","한식","보쌈 샤브샤브","221.39","번제2동","상수도전용","02  980 0052"
"3080000","2012","0011","20121101","20121204","쌈향","서울특별시 강북구 오현로 193 2층 (번동 한성빌딩)","서울특별시 강북구 번동  310번지 18호  한성빌딩2층","3080000-101-2011-00138","한식","보쌈 샤브샤브","221.39","번제2동","상수도전용","02  980 0052"
"3080000","2018","0012","20181018","20181221","신의주 부대찌개","서울특별시 강북구 한천로131길 7 (번동(경창서길 5))","서울특별시 강북구 번동  417번지 24호  (경창서길 5)","3080000-101-2008-00260","한식","부대찌개","74.58","번제1동","상수도전용","02  992 1444"
"3080000","2018","0013","20181018","20181221","청화","서울특별시 강북구 4.19로12길 75 (수유동)","서울특별시 강북구 수유동  598번지  ","3080000-101-2014-00193","한식","생등심","85.83","우이동","상수도전용","02  905 3555"
"3080000","2017","0005","20161018","20170103","OK 능이마을","서울특별시 강북구 솔샘로 330 (미아동(솔샘길 7))","서울특별시 강북구 미아동  65번지 5호  (솔샘길 7)","3080000-101-2009-00161","한식","오리구이","420.81","송천동","상수도전용","02  984 5300"
"3080000","2017","0005","20161018","20170103","능이마을","서울특별시 강북구 솔샘로 330 (미아동(솔샘길 7))","서울특별시 강북구 미아동  65번지 5호  (솔샘길 7)","3080000-101-2009-00161","한식","오리구이","420.81","송천동","상수도전용","02  984 5300"
"3080000","2009","0019","20090910","20090910","이종구낙지세상","서울특별시 강북구 한천로 1124 (수유동)","서울특별시 강북구 수유동  254번지 32호  ","3080000-101-2000-08535","일식","회","67.20","수유제2동","상수도전용","02 9977779"
